ref_id,citation,publication_DOI
196,"Denniston, R. F., Wyrwoll, K.-H., Polyak, V. J., Brown, J. R., Asmerom, Y., Wanamaker, A. D., LaPointe, Z., Ellerbroek, R., Barthelmes, M., Cleary, D., Cugley, J., Woods, D. and Humphreys, W. F.: A Stalagmite record of Holocene Indonesian–Australian summer monsoon variability from the Australian tropics, Quat. Sci. Rev., 78, 155–168, 2013.",10.1016/j.quascirev.2013.08.004
197,"Denniston, R. F., Villarini, G., Gonzales, A. N., Wyrwoll, K.-H., Polyak, V. J., Ummenhofer, C. C., Lachniet, M. S., Wanamaker, A. D., Humphreys, W. F., Woods, D. and Cugley, J.: Extreme rainfall activity in the Australian tropics reflects changes in the El Niño/Southern Oscillation over the last two millennia, Proc. Natl. Acad. Sci., 112(15), 4576–4581, 2015.",10.1073/pnas.1422270112
198,"Denniston, R. F., Ummenhofer, C. C., Wanamaker, A. D., Lachniet, M. S., Villarini, G., Asmerom, Y., Polyak, V. J., Passaro, K. J., Cugley, J., Woods, D. and Humphreys, W. F.: Expansion and Contraction of the Indo-Pacific Tropical Rain Belt over the Last Three Millennia, Sci. Rep., 6(1), 2016.",10.1038/srep34485
199,"Genty, D., Riotte, J., Blamart, D., Cheng, H., Ruan, J., unpublished",unpublished
200,"Fleitmann, D., Burns, S. J., Mangini, A., Mudelsee, M., Kramers, J., Villa, I., Neff, U., Al-Subbary, A. A., Buettner, A., Hippler, D. and Matter, A.: Holocene ITCZ and Indian monsoon dynamics recorded in stalagmites from Oman and Yemen (Socotra), Quat. Sci. Rev., 26(1–2), 170–188, 2007.",10.1016/j.quascirev.2006.04.012
201,"Orland, I. J., Bar-Matthews, M., Kita, N. T., Ayalon, A., Matthews, A. and Valley, J. W.: Climate deterioration in the Eastern Mediterranean as revealed by ion microprobe analysis of a speleothem that grew from 2.2 to 0.9 ka in Soreq Cave, Israel, Quat. Res., 71(1), 27–35, 2009.",10.1016/j.yqres.2008.08.005
202,"Orland, I. J., Bar-Matthews, M., Ayalon, A., Matthews, A., Kozdon, R., Ushikubo, T. and Valley, J. W.: Seasonal resolution of Eastern Mediterranean climate change since 34ka from a Soreq Cave speleothem, Geochim. Cosmochim. Acta, 89, 240–255, 2012.",10.1016/j.gca.2012.04.035
203,"Grant, K. M., Rohling, E. J., Bar-Matthews, M., Ayalon, A., Medina-Elizalde, M., Ramsey, C. B., Satow, C. and Roberts, A. P.: Rapid coupling between ice volume and polar temperature over the past 150,000 years, Nature, 2012.",10.1038/nature11593
204,"Williams, P. W., King, D. N. T., Zhao, J.-X. and Collerson, K. D.: Speleothem master chronologies: combined Holocene 18O and 13C records from the North Island of New Zealand and their palaeoenvironmental interpretation, The Holocene, 14(2), 194–208, 2004.",10.1191/0959683604hl676rp
205,"Lorrey, A., Williams, P., Salinger, J., Martin, T., Palmer, J., Fowler, A., Zhao, J. and Neil, H.: Speleothem stable isotope records interpreted within a multi-proxy framework and implications for New Zealand palaeoclimate reconstruction, Quat. Int., 187(1), 52–75, 2008.",10.1016/j.quaint.2007.09.039
206,"Williams, P. W., King, D. N. T., Zhao, J.-X. and Collerson, K. D.: Late Pleistocene to Holocene composite speleothem 18O and 13C chronologies from South Island, New Zealand—did a global Younger Dryas really exist?, Earth Planet. Sci. Lett., 230(3–4), 301–317, 2005.",10.1016/j.epsl.2004.10.024
207,"Burns, S. J.: A 780-year annually resolved record of Indian Ocean monsoon precipitation from a speleothem from south Oman, J. Geophys. Res., 107(D20), 2002.",10.1029/2001jd001281
208,"Ayliffe, L. K., Gagan, M. K., Zhao, J., Drysdale, R. N., Hellstrom, J. C., Hantoro, W. S., Griffiths, M. L., Scott-Gagan, H., Pierre, E. S., Cowley, J. A. and Suwargadi, B. W.: Rapid interhemispheric climate links via the Australasian monsoon during the last deglaciation, Nat. Commun., 4, 2013.",10.1038/ncomms3908
209,"Moseley, G. E., Edwards, R. L., Wendt, K. A., Cheng, H., Dublyansky, Y., Lu, Y., Boch, R. and Spotl, C.: Reconciliation of the Devils Hole climate record with orbital forcing, Science (80-. )., 351(6269), 165–168, 2016.",10.1126/science.aad4132
210,"Atkinson, T.C., Hoffmann, D., unpublished",unpublished
213,"Baldini, J. U. L.: Morphologic and dimensional linkage between recently deposited speleothems and drip water from Browns Folly Mine, Wiltshire, England, J. Cave Karst Stud., 63(3), 83–90, 2001.",https://caves.org/pub/journal/PDF/V63/cave_63-03-fullr.pdf
214,"McDermott, F., Frisia, S., Huang, Y., Longinelli, A., Spiro, B., Heaton, T. H. E., Hawkesworth, C. J., Borsato, A., Keppens, E., Fairchild, I. J., van der Borg, K., Verheyden, S. and Selmo, E.: Holocene climate variability in Europe: Evidence from δ18O, textural and extension-rate variations in three speleothems, Quat. Sci. Rev., 18(8–9), 1021–1038, 1999.",10.1016/s0277-3791(98)00107-3
215,"Aharon, P., Aldridge, D. and Hellstrom, J.: Rainfall Variability and the Rise and Collapse of the Mississippian Chiefdoms: Evidence From a Desoto Caverns Stalagmite, in Climates, Landscapes, and Civilizations, pp. 35–42, American Geophysical Union., 2013.",10.1029/2012gm001203
216,"Linge, H., Lauritzen, S.-E., Andersson, C., Hansen, J. K., Skoglund, R. Ø. and Sundqvist, H. S.: Stable isotope records for the last 10 000 years from Okshola cave (Fauske, northern Norway) and regional comparisons, Clim. Past, 5(4), 667–682, 2009.",10.5194/cp-5-667-2009
217,"Linge, H., Lauritzen, S.-E., Lundberg, J. and Berstad, I. M.: Stable isotope stratigraphy of Holocene speleothems: examples from a cave system in Rana, northern Norway, Palaeogeogr. Palaeoclimatol. Palaeoecol., 167(3–4), 209–224, 2001.",10.1016/s0031-0182(00)00225-x
218,"Raza, W., Ahmad, S. M., Lone, M. A., Shen, C.-C., Sarma, D. S. and Kumar, A.: Indian summer monsoon variability in southern India during the last deglaciation: Evidence from a high resolution stalagmite δ 18 O record, Palaeogeogr. Palaeoclimatol. Palaeoecol., 485, 476–485, 2017.",10.1016/j.palaeo.2017.07.003
219,"Zanchetta, G., Regattieri, E., Isola, I., Drysdale, R. N., Bini, M., Baneschi, I. and Hellstrom, J. C.: The so-called “4.2 event” in the central Mediterranean and its climatic teleconnections, Alp. Mediterr. Quat., 29(1), 5–17, 2016.",http://amq.aiqua.it/index.php/issues-2012-2017/alpine-and-mediterranean-quaternary-29-1-2016/12-the-so-called-4-2-event-in-the-central-mediterranean-and-its-climatic-teleconnections
220,"Vogel, J. C. and Kronfeld, J.: Calibration of Radiocarbon Dates for the Late Pleistocene Using U/Th Dates on Stalagmites, Radiocarbon, 39(1), 27–32, 1997.",10.1017/s003382220004087x
221,"Madonia, G., Frisia, S., Borsato, A., Macaluso, T., Mangini, A., Paladini, M., Piccini, L., Miorandi, R., Spötl, C., Sauro, U., Agnesi, V., Di Pietro, R., Palmeri, A. and Vattano, M.: La Grotta di Carburangeli--ricostruzione climatica dell’Olocene per la piana costiera della Sicilia nord-occidentale, Stud. Trent Sci Nat Acta Geol, 80, 153–167, 2005.",http://www2.muse.it/pubblicazioni/6/actaG80/Vol_ACTA_80_2003_153-167.pdf
222,"Kacanski, A., Carmi, I., Shemesh, A., Kronfeld, J., Yam, R. and Flexer, A.: Late Holocene Climatic Change in the Balkans: Speleothem Isotopic Data from Serbia, Radiocarbon, 43(2B), 647–658, 2001.",10.1017/s0033822200041308
228,"Moerman, J. W., Cobb, K. M., Partin, J. W., Meckler, A. N., Carolin, S. A., Adkins, J. F., Lejau, S., Malang, J., Clark, B. and Tuen, A. A.: Transformation of ENSO-related rainwater to dripwater δ 18 O variability by vadose water mixing, Geophys. Res. Lett., 41(22), 7907–7915, 2014.",10.1002/2014gl061696
229,"Cobb, K. M., Adkins, J. F., Partin, J. W. and Clark, B.: Regional-scale climate influences on temporal variations of rainwater and cave dripwater oxygen isotopes in northern Borneo, Earth Planet. Sci. Lett., 263(3–4), 207–220, 2007.",10.1016/j.epsl.2007.08.024
230,"Partin, J. W., Cobb, K. M., Adkins, J. F., Tuen, A. A. and Clark, B.: Trace metal and carbon isotopic variations in cave dripwater and stalagmite geochemistry from northern Borneo, Geochemistry, Geophys. Geosystems, 14(9), 3567–3585, 2013.",10.1002/ggge.20215
231,"Moerman, J. W., Cobb, K. M., Adkins, J. F., Sodemann, H., Clark, B. and Tuen, A. A.: Diurnal to interannual rainfall δ18O variations in northern Borneo driven by regional hydrology, Earth Planet. Sci. Lett., 369–370, 108–119, 2013.",10.1016/j.epsl.2013.03.014
232,"Holzkämper, S., Holmgren, K., Lee-Thorp, J., Talma, S., Mangini, A. and Partridge, T.: Late Pleistocene stalagmite growth in Wolkberg Cave, South Africa, Earth Planet. Sci. Lett., 282(1–4), 212–221, 2009.",10.1016/j.epsl.2009.03.016
233,"Nehme, C., Verheyden, S., Breitenbach, S. F. M., Gillikin, D. P., Verheyden, A., Cheng, H., Edwards, R. L., Hellstrom, J., Noble, S. R., Farrant, A. R., Sahy, D., Goovaerts, T., Salem, G. and Claeys, P.: Climate dynamics during the penultimate glacial period recorded in a speleothem from Kanaan Cave, Lebanon (central Levant), Quat. Res., 1–16, 2018.",10.1017/qua.2018.18
234,"Winter, A., Miller, T., Kushnir, Y., Sinha, A., Timmermann, A., Jury, M. R., Gallup, C., Cheng, H. and Edwards, R. L.: Evidence for 800years of North Atlantic multi-decadal variability from a Puerto Rican speleothem, Earth Planet. Sci. Lett., 308(1–2), 23–28, 2011.",10.1016/j.epsl.2011.05.028
235,"Huang, W., Wang, Y., Cheng, H., Edwards, R. L., Shen, C.-C., Liu, D., Shao, Q., Deng, C., Zhang, Z. and Wang, Q.: Multi-scale Holocene Asian monsoon variability deduced from a twin-stalagmite record in southwestern China, Quat. Res., 86(1), 34–44, 2016.",10.1016/j.yqres.2016.05.001
236,"R. Drysdale et al., unpublished",unpublished
237,"Cheng, H., Zhang, P. Z., Spötl, C., Edwards, R. L., Cai, Y. J., Zhang, D. Z., Sang, W. C., Tan, M. and An, Z. S.: The climatic cyclicity in semiarid-arid central Asia over the past 500,000 years, Geophys. Res. Lett., 39(1), 2012.",10.1029/2011GL050202
238,"Treble, P., Shelley, J.M.G., Chappell, J., 2003, Comparison of high resolution sub-annual records of trace elements in a modern (1911-1992) speleothem with instrumental climate data from southwest Australia, Earth and Planetary Science Letters, 216, 1-2, 141-153.",10.1016/s0012-821x(03)00504-1
239,"Treble, P.C., Chappell, J., Gagan, M.K., McKeegan, K.D., Harrison, T.M., 2005, In situ measurement of seasonal delta O-18 variation and analaysis of isotopic trends in a modern speleothem from southwest Australia, Earth and Planetary Science Letters, 233, 1-2, 17-32.",10.1016/j.epsl.2005.02.013
240,"Nagra, G., Treble, P.C., Anderson, M.S., Bajo, P., Hellstrom, J., Baker, A., 2017, Dating stalagmites in Mediterranean climates using annual trace element cycles, Scientific Reports, 7, 621",10.1038/s41598-017-00474-4
241,"Fischer, M.J. and Treble, P.C., 2008, Calibrating climate-d18O regression models for the interpretation of high-resolution speleothem 18O series, Journal of Geophysical Research, 113, D17",10.1029/2007JD009694
242,"Xia, Q., Zhao, J.-x., Collerson, K.D., 2001, Early-Mid Holocene climatic variations in Tasmania, Australia: multi-proxy records in a stalagmite from Lynds Cave, Earth and Planetary Science Letters, 194, 1-2, 177-187.",10.1016/S0012-821X(01)00541-6
243,"Maupin, C.R., Partin, J.W., Shen, C.C., Quinn, T.M., Lin, K, Taylor, F.W., Banner, J.L., Thirumalai, K., Sinclair, D.J., 2014, Persistent decadal-scale rainfall variability in the tropical South Pacific Convergence Zone through the past six centuries, Climate of the Past, 10, 4, 1319-1332.",10.5194/cp-10-1319-2014
245,"Liu, D., Wang, Y., Cheng, H., Edwards, R. L. and Kong, X.: Cyclic changes of Asian monsoon intensity during the early mid-Holocene from annually-laminated stalagmites, central China, Quat. Sci. Rev., 121, 1–10, 2015.",10.1016/j.quascirev.2015.05.003
246,"Fensterer, C., Scholz, D., Hoffmann, D. L., Spötl, C., Schröder-Ritzrau, A., Horn, C., Pajón, J. M. and Mangini, A.: Millennial-scale climate variability during the last 12.5 ka recorded in a Caribbean speleothem, Earth Planet. Sci. Lett., 361, 143–151, 2013.",10.1016/j.epsl.2012.11.019
247,"Yang, Y., Yuan, D., Cheng, H., Zhang, M., Qin, J., Lin, Y., Zhu, X. and Edwards, R. L.: Precise dating of abrupt shifts in the Asian Monsoon during the last deglaciation based on stalagmite data from Yamen Cave, Guizhou Province, China, Sci. China Earth Sci., 53(5), 633–641, 2010.",10.1007/s11430-010-0025-z
248,"Warken, S. F., Fohlmeister, J., Schröder-Ritzrau, A., Constantin, S., Spötl, C., Gerdes, A., Esper, J., Frank, N., Arps, J., Terente, M., Riechelmann, D. F. C., Mangini, A. and Scholz, D.: Reconstruction of late Holocene autumn/winter precipitation variability in SW Romania from a high-resolution speleothem trace element record, Earth Planet. Sci. Lett., 499, 122–133, 2018.",10.1016/j.epsl.2018.07.027
249,"Haig, J., Nott, J. and Reichart, G.-J.: Australian tropical cyclone activity lower than at any time over the past 550–1,500 years, Nature, 505(7485), 667–671, 2014.",10.1038/nature12882
250,"Nott, J., Haig, J., Neil, H. and Gillieson, D.: Greater frequency variability of landfalling tropical cyclones at centennial compared to seasonal and decadal scales, Earth Planet. Sci. Lett., 255(3–4), 367–372, 2007.",10.1016/j.epsl.2006.12.023
251,"Kaushal, N., Breitenbach, S. F. M., Lechleitner, F. A., Sinha, A., Tewari, V. C., Ahmad, S. M., Berkelhammer, M., Band, S., Yadava, M., Ramesh, R. and Henderson, G. M.: The Indian Summer Monsoon from a Speleothem d18O Perspective – a Review, 2018.",10.20944/preprints201809.0380.v1
252,"Demény, A., Németh, A., Kern, Z., Czuppon, G., Molnár, M., Leél-Őssy, S., Óvári, M. and Stieber, J.: Recently forming stalagmites from the Baradla Cave and their suitability assessment for climate–proxy relationships, Cent. Eur. Geol., 60(1), 1–34, 2017.",10.1556/24.60.2017.001
253,"Hatvani, I. G., Kern, Z., Leél-Őssy, S. and Demény, A.: Speleothem stable isotope records for east-central Europe: resampling sedimentary proxy records to obtain evenly spaced time series with spectral guidance, Earth Syst. Sci. Data, 10(1), 139–149, 2018.",10.5194/essd-10-139-2018
257,"Haig, J.: Investigating long-term, high-resolution records of climate and extreme events in the southeast Indian and southwest Pacific oceans using the δ18O of stalagmites, Ph.D. thesis, James Cook University, 2015.",https://researchonline.jcu.edu.au/44643/
259,"Hartmann, A., Eiche, E., Neumann, T., Fohlmeister, J., Schröder-Ritzrau, A., Mangini, A. and Haryono, E.: Multi-proxy evidence for human-induced deforestation and cultivation from a late Holocene stalagmite from middle Java, Indonesia, Chem. Geol., 357, 8–17, 2013.",10.1016/j.chemgeo.2013.08.026
260,"Johnston, V. E., Borsato, A., Frisia, S., Spötl, C., Dublyansky, Y., Töchterle, P., Hellstrom, J. C., Bajo, P., Edwards, R. L. and Cheng, H.: Evidence of thermophilisation and elevation-dependent warming during the Last Interglacial in the Italian Alps, Sci. Rep., 8(1), 2680, 2018.",10.1038/s41598-018-21027-3
261,"Stinnesbeck, W., Becker, J., Hering, F., Frey, E., González, A. G., Fohlmeister, J., Stinnesbeck, S., Frank, N., Terrazas Mata, A., Benavente, M. E., Avilés Olguín, J., Aceves Núñez, E., Zell, P. and Deininger, M.: The earliest settlers of Mesoamerica date back to the late Pleistocene, edited by M. D. Petraglia, PLoS One, 12(8), e0183345, 2017.",10.1371/journal.pone.0183345
262,"Pollock, A., van Beynen, P., DeLong, K., Polyak, V., Asmerom, Y. and Reeder, P.: A mid-Holocene paleoprecipitation record from Belize, Palaeogeogr. Palaeoclimatol. Palaeoecol., 463, 103–111, 2016.",10.1016/j.palaeo.2016.09.021
263,"Denniston, R. F., González, L. A., Asmerom, Y., Baker, R. G., Reagan, M. K. and Bettis, E. A.: Evidence for increased cool season moisture during the middle Holocene, Geology, 27(9), 815, 1999.",10.1130/0091-7613(1999)027<0815:EFICSM>2.3.CO;2
264,"Denniston, R. F., DuPree, M., Dorale, J. A., Asmerom, Y., Polyak, V. J. and Carpenter, S. J.: Episodes of late Holocene aridity recorded by stalagmites from Devil’s icebox Cave, Central Missouri, USA, Quat. Res., 68(01), 45–52, 2007.",10.1016/j.yqres.2007.04.001
265,"Cheng, H., Sinha, A., Cruz, F. W., Wang, X., Edwards, R. L., d’Horta, F. M., Ribas, C. C., Vuille, M., Stott, L. D. and Auler, A. S.: Climate change patterns in Amazonia and biodiversity, Nat. Commun., 4(1), 1411, 2013.",10.1038/ncomms2415
266,"Vanghi, V., Borsato, A., Frisia, S., Drysdale, R., Hellstrom, J. and Bajo, P.: Climate variability on the Adriatic seaboard during the last glacial inception and MIS 5c from Frasassi Cave stalagmite record, Quat. Sci. Rev., 201, 349–361, 2018.",10.1016/j.quascirev.2018.10.023
267,"Denniston, R. F., Asmerom, Y., Polyak, V., Dorale, J. A., Carpenter, S. J., Trodick, C., Hoye, B. and González, L. A.: Synchronous millennial-scale climatic changes in the Great Basin and the North Atlantic during the last interglacial, Geology, 35(7), 619, 2007.",10.1130/G23445A.1
268,"Mangini, A., Blumbach, P., Verdes, P., Spötl, C., Scholz, D., Machel, H. and Mahon, S.: Combined records from a stalagmite from Barbados and from lake sediments in Haiti reveal variable seasonality in the Caribbean between 6.7 and 3 ka BP, Quat. Sci. Rev., 26(9–10), 1332–1343, 2007.",10.1016/j.quascirev.2007.01.011
269,"Cheng, H., Fleitmann, D., Edwards, R. L., Wang, X., Cruz, F. W., Auler, A. S., Mangini, A., Wang, Y., Kong, X., Burns, S. J. and Matter, A.: Timing and structure of the 8.2 kyr B.P. event inferred from δ18O records of stalagmites from China, Oman, and Brazil, Geology, 37(11), 1007–1010, 2009.",10.1130/G30126A.1
270,"Fleitmann, D., Burns, S. J., Neff, U., Mangini, A. and Matter, A.: Changing moisture sources over the last 330,000 years in Northern Oman from fluid-inclusion evidence in speleothems, Quat. Res., 60(02), 223–232, 2003.",10.1016/S0033-5894(03)00086-3
271,"Rowe, P. J., Mason, J. E., Andrews, J. E., Marca, A. D., Thomas, L., van Calsteren, P., Jex, C. N., Vonhof, H. B. and Al-Omari, S.: Speleothem isotopic evidence of winter rainfall variability in northeast Turkey between 77 and 6 ka, Quat. Sci. Rev., 45, 60–72, 2012.",10.1016/j.quascirev.2012.04.013
273,"Cosford, J., Qing, H., Eglington, B., Mattey, D., Yuan, D., Zhang, M. and Cheng, H.: East Asian monsoon variability since the Mid-Holocene recorded in a high-resolution, absolute-dated aragonite speleothem from eastern China, Earth Planet. Sci. Lett., 275(3–4), 296–307, 2008.",10.1016/j.epsl.2008.08.018
274,"Lundeen, Z., Brunelle, A., Burns, S. J., Polyak, V. and Asmerom, Y.: A speleothem record of Holocene paleoclimate from the northern Wasatch Mountains, southeast Idaho, USA, Quat. Int., 310, 83–95, 2013.",10.1016/j.quaint.2013.03.018
276,"Columbu, A., Sauro, F., Lundberg, J., Drysdale, R. and De Waele, J.: Palaeoenvironmental changes recorded by speleothems of the southern Alps (Piani Eterni, Belluno, Italy) during four interglacial to glacial climate transitions, Quat. Sci. Rev., 197, 319–335, 2018.",10.1016/j.quascirev.2018.08.006
277,"Constantin, S., Bojar, A.-V., Lauritzen, S.-E. and Lundberg, J.: Holocene and Late Pleistocene climate in the sub-Mediterranean continental environment: A speleothem record from Poleva Cave (Southern Carpathians, Romania), Palaeogeogr. Palaeoclimatol. Palaeoecol., 243(3–4), 322–338, 2007.",10.1016/j.palaeo.2006.08.001
279,"Novello, V. F., Cruz, F. W., Moquet, J. S., Vuille, M., de Paula, M. S., Nunes, D., Edwards, R. L., Cheng, H., Karmann, I., Utida, G., Stríkis, N. M. and Campos, J. L. P. S.: Two Millennia of South Atlantic Convergence Zone Variability Reconstructed From Isotopic Proxies, Geophys. Res. Lett., 45(10), 5045–5051, 2018.",10.1029/2017GL076838
281,"Bustamante, M. G., Cruz, F. W., Vuille, M., Apaéstegui, J., Strikis, N., Panizo, G., Novello, F. V., Deininger, M., Sifeddine, A., Cheng, H., Moquet, J. S., Guyot, J. L., Santos, R. V., Segura, H. and Edwards, R. L.: Holocene changes in monsoon precipitation in the Andes of NE Peru based on δ18O speleothem records, Quat. Sci. Rev., 146, 274–287, 2016.",10.1016/j.quascirev.2016.05.023
282,"Lauritzen, S.-E. and Lundberg, J.: Calibration of the speleothem delta function: an absolute temperature record for the Holocene in northern Norway, The Holocene, 9(6), 659–669, 1999.",10.1191/095968399667823929
283,"Wurtzel, J. B., Abram, N. J., Lewis, S. C., Bajo, P., Hellstrom, J. C., Troitzsch, U. and Heslop, D.: Tropical Indo-Pacific hydroclimate response to North Atlantic forcing during the last deglaciation as recorded by a speleothem from Sumatra, Indonesia, Earth Planet. Sci. Lett., 492, 264–278, 2018.",10.1016/j.epsl.2018.04.001
284,"Wolff, C., Plessen, B., Dudashvilli, A. S., Breitenbach, S. F., Cheng, H., Edwards, L. R. and Strecker, M. R.: Precipitation evolution of Central Asia during the last 5000 years, The Holocene, 27(1), 142–154, 2017.",10.1177/0959683616652711
285,"Oster, J. L., Sharp, W. D., Covey, A. K., Gibson, J., Rogers, B. and Mix, H.: Climate response to the 8.2 ka event in coastal California, Sci. Rep., 7(1), 3886, 2017.",10.1038/s41598-017-04215-5
286,"Cosford, J., Qing, H., Yuan, D., Zhang, M., Holmden, C., Patterson, W. and Hai, C.: Millennial-scale variability in the Asian monsoon: Evidence from oxygen isotope records from stalagmites in southeastern China, Palaeogeogr. Palaeoclimatol. Palaeoecol., 266(1–2), 3–12, 2008.",10.1016/j.palaeo.2008.03.029
287,"Winter, A., Zanchettin, D., Miller, T., Kushnir, Y., Black, D., Lohmann, G., Burnett, A., Haug, G. H., Estrella-Martínez, J., Breitenbach, S. F. M., Beaufort, L., Rubino, A. and Cheng, H.: Persistent drying in the tropics linked to natural forcing, Nat. Commun., 6(1), 7627, 2015.",10.1038/ncomms8627
289,"Wang, Y., Cheng, H., Edwards, R. L., He, Y., Kong, X., An, Z., Wu, J., Kelly, M. J., Dykoski, C. A. and Li, X.: The Holocene Asian monsoon: links to solar changes and North Atlantic climate., Science, 308(5723), 854–7, 2005.",10.1126/science.1106296
291,"Fensterer, C., Scholz, D., Hoffmann, D., Spötl, C., Pajón, J. M. and Mangini, A.: Cuban stalagmite suggests relationship between Caribbean precipitation and the Atlantic Multidecadal Oscillation during the past 1.3 ka, The Holocene, 22(12), 1405–1412, 2012.",10.1177/0959683612449759
292,"Fensterer, C., Scholz, D., Hoffmann, D., Mangini, A. and Pajón, J. M.: 230 Th/U-dating of a late Holocene low uranium speleothem from Cuba, IOP Conf. Ser. Earth Environ. Sci., 9(1), 012015, 2010.",10.1088/1755-1315/9/1/012015
294,"Marshall, D., Ghaleb, B., Countess, R. and Gabities, J.: Preliminary paleoclimate reconstruction based on a 12,500 year old speleothem from Vancouver Island, Canada: stable isotopes and U–Th disequilibrium dating, Quat. Sci. Rev., 28(23–24), 2507–2513, 2009.",10.1016/j.quascirev.2009.05.019
295,"Oster, J. L., Montañez, I. P., Mertz-Kraus, R., Sharp, W. D., Stock, G. M., Spero, H. J., Tinsley, J. and Zachos, J. C.: Millennial-scale variations in western Sierra Nevada precipitation during the last glacial cycle MIS 4/3 transition, Quat. Res., 82(01), 236–248, 2014.",10.1016/j.yqres.2014.04.010
303,"Dykoski, C. A., Edwards, R. L., Cheng, H., Yuan, D., Cai, Y., Zhang, M., Lin, Y., Qing, J., An, Z. and Revenaugh, J.: A high-resolution, absolute-dated Holocene and deglacial Asian monsoon record from Dongge Cave, China, Earth Planet. Sci. Lett., 233(1–2), 71–86, 2005.",10.1016/j.epsl.2005.01.036
308,"Myers, C. G., Oster, J. L., Sharp, W. D., Bennartz, R., Kelley, N. P., Covey, A. K. and Breitenbach, S. F. M.: Northeast Indian stalagmite records Pacific decadal climate change: Implications for moisture transport and drought in India, Geophys. Res. Lett., 42(10), 4124–4132, 2015.",10.1002/2015GL063826
309,"Bar-Matthews, M., Ayalon, A., Gilmour, M., Matthews, A. and Hawkesworth, C. J.: Sea–land oxygen isotopic relationships from planktonic foraminifera and speleothems in the Eastern Mediterranean region and their implication for paleorainfall during interglacial intervals, Geochim. Cosmochim. Acta, 67(17), 3181–3199, 2003.",10.1016/S0016-7037(02)01031-1
311,"Göktürk, O. M., Fleitmann, D., Badertscher, S., Cheng, H., Edwards, R. L., Leuenberger, M., Fankhauser, A., Tüysüz, O. and Kramers, J.: Climate on the southern Black Sea coast during the Holocene: implications from the Sofular Cave record, Quat. Sci. Rev., 30(19–20), 2433–2445, 2011.",10.1016/j.quascirev.2011.05.007
312,"Badertscher, S., Fleitmann, D., Cheng, H., Edwards, R. L., Göktürk, O. M., Zumbühl, A., Leuenberger, M. and Tüysüz, O.: Pleistocene water intrusions from the Mediterranean and Caspian seas into the Black Sea, Nat. Geosci., 4(4), 236–239, 2011.",10.1038/NGEO1106
313,"Mickler, P. J., Banner, J. L., Stern, L., Asmerom, Y., Edwards, R. L. and Ito, E.: Stable isotope variations in modern tropical speleothems: Evaluating equilibrium vs. kinetic isotope effects, Geochim. Cosmochim. Acta, 68(21), 4381–4393, 2004.",10.1016/j.gca.2004.02.012
314,"Mickler, P. J., Stern, L. A. and Banner, J. L.: Large kinetic isotope effects in modern speleothems, Geol. Soc. Am. Bull., 118(1–2), 65–81, 2006.",10.1130/B25698.1
315,"Staubwasser, M., Drăgușin, V., Onac, B. P., Assonov, S., Ersek, V., Hoffmann, D. L. and Veres, D.: Impact of climate change on the transition of Neanderthals to modern humans in Europe, Proc. Natl. Acad. Sci., 115(37), 9116–9121, 2018.",10.1073/pnas.1808647115
316,"Denniston, R. F., Asmerom, Y., Lachniet, M., Polyak, V. J., Hope, P., An, N., Rodzinyak, K. and Humphreys, W. F.: A Last Glacial Maximum through middle Holocene stalagmite record of coastal Western Australia climate, Quat. Sci. Rev., 77, 101–112, 2013.",10.1016/j.quascirev.2013.07.002
317,"Ait Brahim, Y., Wassenburg, J. A., Cruz, F. W., Sifeddine, A., Scholz, D., Bouchaou, L., Dassié, E. P., Jochum, K. P., Edwards, R. L. and Cheng, H.: Multi-decadal to centennial hydro-climate variability and linkage to solar forcing in the Western Mediterranean during the last 1000 years, Sci. Rep., 8(1), 17446, 2018.",10.1038/s41598-018-35498-x
318,"Jiang, X., He, Y., Shen, C.-C., Li, Z. and Lin, K.: Replicated stalagmite-inferred centennial-to decadal-scale monsoon precipitation variability in southwest China since the mid Holocene, The Holocene, 23(6), 841–849, 2013.",10.1177/0959683612471986
319,"Zhang, H., Cheng, H., Spötl, C., Cai, Y., Sinha, A., Tan, L., Yi, L., Yan, H., Kathayat, G., Ning, Y., Li, X., Zhang, F., Zhao, J. and Edwards, R. L.: A 200-year annually laminated stalagmite record of precipitation seasonality in southeastern China and its linkages to ENSO and PDO, Sci. Rep., 8(1), 12344, 2018.",10.1038/s41598-018-30112-6
320,"Wu, J. Y., Wang, Y. J., Cheng, H., Kong, X. G. and Liu, D. B.: Stable isotope and trace element investigation of two contemporaneous annually-laminated stalagmites from northeastern China surrounding the 8.2 ka event, Clim. Past, 8(5), 1497–1507, 2012.",10.5194/cp-8-1497-2012
321,"Zhang, H., Cheng, H., Cai, Y., Spötl, C., Kathayat, G., Sinha, A., Edwards, R. L. and Tan, L.: Hydroclimatic variations in southeastern China during the 4.2 ka event reflected by stalagmite records, Clim. Past, 14(11), 1805–1817, 2018.",10.5194/cp-14-1805-2018
322,"Jo, K., Yi, S., Lee, J.-Y., Woo, K. S., Cheng, H., Edwards, L. R. and Kim, S.-T.: 1000-Year Quasi-Periodicity of Weak Monsoon Events in Temperate Northeast Asia since the Mid-Holocene, Sci. Rep., 7(1), 15196, 2017.",10.1038/s41598-017-15566-4
